Brother Brother Brother,Peanut Butter Wolf,Hip-Hop / Rap / R&B,Drums,2009
Cool With Nature,Carlton,Electronic / Dance,Hook / Riff,1990
なんもやる気しねぇ,Rhymester,Hip-Hop / Rap / R&B,Drums,1993
Let Us Entertain You,Bambi,Hip-Hop / Rap / R&B,Hook / Riff,1987
Let Us Entertain You,Mr. Freeze,Hip-Hop / Rap / R&B,Hook / Riff,1987
Kick the Flavor,Rapmaster Rob,Hip-Hop / Rap / R&B,Drums,1993
Bring the Rock,The New Style,Hip-Hop / Rap / R&B,Hook / Riff,1989
Make It Funky!,The Scam,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
Black Is the Word,Cookie Crew,Hip-Hop / Rap / R&B,Drums,1989
Riddim,Plug,Electronic / Dance,Hook / Riff,2006
Shamalama,King Doe-V,Hip-Hop / Rap / R&B,Hook / Riff,1987
Title Screen (Jordan vs. Bird),Rob Hubbard,Electronic / Dance,Sound Effect / Other,1988
Yvonne and Corry,The Microphone Prince,Hip-Hop / Rap / R&B,Hook / Riff,1986
Yvonne and Corry,Count Busy D,Hip-Hop / Rap / R&B,Hook / Riff,1986
Atmosfear,Mix Master Mike,Hip-Hop / Rap / R&B,Multiple Elements,1998
This Is How It Should Be Done,Von Love,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
The Finest Ingredients,Norman Cook,Hip-Hop / Rap / R&B,Hook / Riff,1986
Catch the Flava (Hip Hop Version),Larry Larr,Hip-Hop / Rap / R&B,Drums,1992
Catch the Flava (Hip Hop Version),Kid Funkie,Hip-Hop / Rap / R&B,Drums,1992
3 Poets on a Mission,Donald D,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Turntable Trix One,Turntable Trix One,Hip-Hop / Rap / R&B,Sound Effect / Other,1988
Clap Your Hands,Overlord X,Hip-Hop / Rap / R&B,Drums,1989
Mockingbird,Yomo & Maulkie,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Superbad,Top Dogz,Soul / Funk / Disco,Sound Effect / Other,2011
Cannan Land,DJ Ron,Electronic / Dance,Drums,1994
Sexy,Masters of Ceremony,Hip-Hop / Rap / R&B,Multiple Elements,1988
A'Cappella/Stylesondeck,Volume 10,Hip-Hop / Rap / R&B,Multiple Elements,1994
When It Breaks,Grandwizzard Johnny'O,Hip-Hop / Rap / R&B,Hook / Riff,1988
When It Breaks,The Mighty Sorcerer Crew,Hip-Hop / Rap / R&B,Hook / Riff,1988
So Damn Tuff,Trinity Garden Cartel,Hip-Hop / Rap / R&B,Hook / Riff,1992
Début D'Une Sale Histoire,Destroy Man,Hip-Hop / Rap / R&B,Drums,1992
Speedy Life,Tommy Kerisch,Electronic / Dance,Sound Effect / Other,1985
Ghetto State of Mind,Circle of Power,Hip-Hop / Rap / R&B,Drums,1993
Dub Soup,Noodles & Wonder,Electronic / Dance,Drums,1994
Make It Funky Now,Richie Rich,Hip-Hop / Rap / R&B,Sound Effect / Other,1989
Funky Swing,D.A.M.N.,Hip-Hop / Rap / R&B,Drums,1991
Black Christ,Bakers of the Holy Bread,Hip-Hop / Rap / R&B,Drums,1995
Black Christ,Field Nigga Soup,Hip-Hop / Rap / R&B,Drums,1995
Scud Beats,Chaos & Julia Set,Electronic / Dance,Drums,1993
Takin-Charge,Black Pearl Productions,Hip-Hop / Rap / R&B,Sound Effect / Other,1990
Turntable Mix (Flash Tears the Roof Off),Grandmaster Flash,Hip-Hop / Rap / R&B,Drums,2002
Come Now,Luke Vibert,Electronic / Dance,Drums,2020
Oolioo (West Farm Version),The Hoodz,Hip-Hop / Rap / R&B,Drums,1994
Feel My Power,MC Hammer,Hip-Hop / Rap / R&B,Sound Effect / Other,1991
Seminar 90,Barsha,Hip-Hop / Rap / R&B,Drums,1990
Nightmare on Chill Street,MC Chill,Hip-Hop / Rap / R&B,Hook / Riff,1987
Nightmare on Chill Street,Vikki Love,Hip-Hop / Rap / R&B,Hook / Riff,1987
Come Alive,Baaad Influence,Hip-Hop / Rap / R&B,Drums,1995
Boo Is Booming,Betty Boo,Electronic / Dance,Drums,1990
Do You Know What I'm Saying,Partner in Crime,Hip-Hop / Rap / R&B,Multiple Elements,1988
Do You Know What I'm Saying,Easy L.G.,Hip-Hop / Rap / R&B,Multiple Elements,1988
